Iteration,Simulation,Result,X0,X1
0,0,-20,3.107673792151342,1.4330884106919761
1,0,-20,6.238985127344996,6.2745283990055745
2,0,-20,0.07439289113105821,0.0011833789376954776
3,0,-20,0.03488087492512607,6.237389189832789
4,0,-20,6.264495276955398,0.025675628473567927
5,0,-20,6.234462404436567,6.2810184627547505
6,0,-20,0.0175905777147996,0.022846386932928682
7,0,-20,6.276830142886188,6.268352075089887
8,0,-20,0.0198945223040671,0.11154653982563276
9,0,-20,6.138333791105186,6.275075584335825
10,0,-20,0.053881378435978206,0.015102473329847124
11,0,-20,0.036676248472572566,6.278922095628497
12,0,-20,6.218801490634148,0.0019106693510523218
13,0,-20,0.06548526655404392,6.249400685711005
14,0,-20,6.253663864787672,0.024690097288874
15,0,-20,0.024264542395872366,6.275591778533976
16,0,-20,6.274497940753423,0.053095206601728166
17,0,-20,6.162306474138005,6.279964501032891
18,0,-20,0.00048466630554591477,0.007907738549726038
19,0,-20,0.011666250147937882,6.264021279316549
20,0,-20,6.198368707484038,0.02175427605638416
21,0,-20,6.212865305699799,6.278976115597675
22,0,-20,0.08454689397617901,0.0017141908404256165
23,0,-20,0.017145396096490552,6.2685876722476435
24,0,-20,6.270491832374371,0.050298948108082546
25,0,-20,6.20503837322578,6.265300391012563
26,0,-20,0.016686404754116663,0.03717748840575966
27,0,-20,6.27587819429854,6.269614932857904
28,0,-20,0.07846784032203327,0.016812310943176756
29,0,-20,6.25679972688695,6.269732164743491
30,0,-20,0.01467662578132165,6.26139514136478
31,0,-20,6.131949096125353,0.016041040808466252
32,0,-20,0.01628599577856296,0.06116989604100276
33,0,-20,0.039997255766625266,6.247171617458061
34,0,-20,6.205906514532977,0.025717318272491227
35,0,-20,6.23761504753297,6.272191450970133
36,0,-20,0.03851915605756948,0.028224568002437427
37,0,-20,0.019548702422752636,6.2702011853224215
38,0,-20,6.227715031385935,0.021591675090759675
39,0,-20,6.2820941119587665,6.216761473124885
40,0,-20,6.281658039859165,0.0213166502078458
41,0,-20,0.02720370527654243,6.2546938729504715
42,0,-20,0.0079751876799771,0.04313894991421444
43,0,-20,6.245817641471478,6.2791622587657505
44,0,-20,0.02032754612401657,6.276461400483881
45,0,-20,6.217351629745883,0.0828397689905329
46,0,-20,0.044297733299293096,0.04904963616421221
47,0,-20,6.258164488921754,6.275293752845166
48,0,-20,0.015302212554568538,6.247359295630062
49,0,-20,6.220176725493932,0.04670416668998907
50,0,-20,0.0010955832558224275,6.280562455536039
51,0,-20,0.030791446196441464,0.0196745554681726
52,0,-20,6.2636088675630335,0.09064454237962642
53,0,-20,6.270662365102246,6.272204914850546
54,0,-20,0.011140236233090541,0.09337956141087723
55,0,-20,0.03156649078725296,6.247234755142635
56,0,-20,6.204212874219089,0.00040059082556849734
57,0,-20,0.012646078262723938,6.258445352586655
58,0,-20,6.274562377789507,6.270831694984404
59,0,-20,0.02570808693491728,0.02724158570262175
60,0,-20,6.277210884524832,0.008988176150487543
61,0,-20,0.054804376822251234,6.279581467000695
62,0,-20,6.282304777583701,0.015346390430131753
63,0,-20,6.256104228852735,0.021307104632911467
64,0,-20,0.0006087171172893095,6.238105877343668
65,0,-20,6.260724972883091,6.23143242324736
66,0,-20,0.08301313020012366,0.03943335080090288
67,0,-20,0.0001220555957216924,0.062051277407866326
68,0,-20,6.2074493482735855,6.228057006827552
69,0,-20,6.234762538181607,6.248616834953318
70,0,-20,0.03244213789380858,0.03345716062737847
71,0,-20,0.005156348219019224,0.007590490501433729
72,0,-20,0.02458071181479975,6.277753329699576
73,0,-20,6.28109180314771,6.268767085352373
74,0,-20,6.267943569748019,0.041007370327897814
75,0,-20,6.280148793223919,6.2539111783301955
76,0,-20,6.272176973654006,0.0019726819857241486
77,0,-20,0.02262888607896819,6.254504510816885
78,0,-20,0.07927586523018437,0.01129715770202819
79,0,-20,0.007940659213108714,6.229448389747637
80,0,-20,6.27579612856764,0.047096196169086
81,0,-20,6.2516518991173635,6.272418749327333
82,0,-20,6.272708194095518,0.03252096469478566
83,0,-20,0.00040274169675201483,0.046666357930532934
84,0,-20,6.233222492735838,6.280548040617627
85,0,-20,0.028304323535581374,0.047697414514238985
86,0,-20,6.280509734571764,6.274857549353526
87,0,-20,0.07016461508566846,0.015709074096289403
88,0,-20,0.049741966232250155,6.228693361156025
89,0,-20,0.015467247036309016,6.279187236071615
90,0,-20,6.270663784461533,0.0339699948611033
91,0,-20,6.221074714480437,0.02450450305634912
92,0,-20,0.059660563942250784,6.202451792998601
93,0,-20,6.2664542351758525,6.2761916976354515
94,0,-20,0.009774055596990386,6.259362623339725
95,0,-20,0.022382128563479913,0.012507080726796295
96,0,-20,6.274021183559224,0.04604379339918929
97,0,-20,6.248497966106298,6.2492954524185835
98,0,-20,6.27501679528384,0.0070666806876887355
99,0,-20,0.002758956416039025,6.20835299195156
100,0,-20,0.022217993582540122,0.017155179309042368
101,0,-20,6.277643061171396,6.187157833114988
102,0,-20,0.034483398318953654,6.240927462656812
103,0,-20,6.282415734919799,0.04815953567728311
104,0,-20,0.055931423650134426,0.013799663442834299
105,0,-20,0.028705744160567166,6.279028859249759
106,0,-20,6.249395301916522,0.0021592710564200313
107,0,-20,0.0014120218448896995,6.2446846996238605
108,0,-20,6.276087019965205,0.0007294389129202293
109,0,-20,6.253598463638017,0.02305571890634768
110,0,-20,6.266981101583912,6.229543018066574
111,0,-20,0.013228569921034886,0.043000861652597075
112,0,-20,0.055300467702673474,0.005659962539697955
113,0,-20,0.029640459981789203,6.228429953532669
114,0,-20,0.06527356808656755,6.274723591624095
115,0,-20,6.260364840150739,0.005794460107021797
116,0,-20,6.27619413506175,6.224858333274341
117,0,-20,0.022101959578462588,0.034879729544721856
118,0,-20,6.267059420629164,6.240024220057396
119,0,-20,6.2629698776736715,6.238392248629273
120,0,-20,0.004419143713981359,0.006341028325414159
121,0,-20,6.281043936840856,6.230063293464869
122,0,-20,6.269167019873941,0.0017111865886584024
123,0,-20,0.07754881513269819,6.26706577490186
124,0,-20,0.016586937168829842,0.028666377810190127
125,0,-20,0.010201759860225038,6.267199510814098
126,0,-20,6.240279126883661,0.02424448657140358
127,0,-20,6.2791175499307075,0.03701571341494492
128,0,-20,0.004089516089288511,0.002723388775551746
129,0,-20,6.265865024397664,6.245185351691237
130,0,-20,0.12100252283540609,6.279166648997015
131,0,-20,0.018588532631725385,0.042295847011450796
132,0,-20,6.2605504171201645,6.178530459693172
133,0,-20,6.258145063603171,6.28000624624378
134,0,-20,0.04405947271540633,0.0069571295640610585
135,0,-20,6.272930209197469,6.280334945650269
136,0,-20,0.016501860252521535,6.240520502701805
137,0,-20,6.251874195771305,0.015139914925674531
138,0,-20,0.03823011944433041,0.007795233276325324
139,0,-20,6.259334602380924,0.008204201520789746
140,0,-20,0.003935808419801023,6.2301964909569945
141,0,-20,6.247711771321053,6.264769908678325
142,0,-20,0.0036880430547891556,6.272300424785882
143,0,-20,0.0445795802022483,0.06392933354172375
144,0,-20,0.0438074269862122,0.007911528279354556
145,0,-20,6.267384440626176,0.0064491076183926625
146,0,-20,0.044152801015193185,6.275329220063293
147,0,-20,0.019761088153412636,6.25464272973903
148,0,-20,6.209677665342729,6.259715251208866
149,0,-20,6.264115576344051,0.046998400719009056
150,0,-20,6.253161700626775,0.00568375773085132
151,0,-20,6.276339469099602,6.282054458648766
152,0,-20,6.2806204347129215,6.271194556628565
153,0,-20,0.03176465954305908,0.04079650174570226
154,0,-20,0.02672648209768701,6.243494954420091
155,0,-20,0.04545801135304272,0.013053369855769159
156,0,-20,6.2683151354509645,0.03485706262821536
157,0,-20,0.07325042103818251,6.27934692158023
158,0,-20,0.004891322920391147,0.006201900613284298
159,0,-20,6.251694526820958,0.002294389681558116
160,0,-20,6.275337131327881,6.254409740915498
161,0,-20,6.272680587706595,6.250288880519006
162,0,-20,0.014770730721191748,6.227754110947894
163,0,-20,6.2527410090524285,6.272872729218056
164,0,-20,6.281093476484165,0.050998251476281856
165,0,-20,6.269604709132293,0.0009624785385595519
166,0,-20,0.043433419209475965,6.261817687070384
167,0,-20,6.238023603051447,0.007313489445951126
168,0,-20,0.029047961801003774,0.05651892316860163
169,0,-20,0.02922691499670609,0.008691643489504792
170,0,-20,6.277293309150541,6.264914109689691
171,0,-20,0.03173866959862446,6.218175300467003
172,0,-20,0.03622504384538229,0.00017095640574849274
173,0,-20,6.248315508222593,6.210090253121483
174,0,-20,0.02732192859984302,6.276070427286048
175,0,-20,6.26944024578762,0.02129304768820754
176,0,-20,0.014349765475173836,0.023653125466970983
177,0,-20,6.250413149689184,6.275385556988771
178,0,-20,0.02687551760720548,6.2805521593439355
179,0,-20,6.268485826363737,0.011988979111655288
180,0,-20,0.02808372571716229,0.034718829289538296
181,0,-20,6.277529504665751,6.2653115112261615
182,0,-20,0.012371807855083667,6.234349370469801
183,0,-20,0.020057218898439012,0.0375296668916585
184,0,-20,6.276767372228987,6.23966765328463
185,0,-20,6.282118395912362,0.023790386537300073
186,0,-20,6.278434326852545,0.03013383344736494
187,0,-20,0.031072502548370136,6.241593145272287
188,0,-20,0.006816629475922758,0.03010350370376105
189,0,-20,6.216480069887856,6.274342314492976
190,0,-20,0.010577043737982914,0.039566474637581714
191,0,-20,6.282950773707416,6.251146578682037
192,0,-20,6.274707646429292,0.02709537891527868
193,0,-20,0.019379475115019258,6.273516637688372
194,0,-20,0.03356480888889461,0.01771709732897116
195,0,-20,6.252681586017222,0.00023275978338915912
196,0,-20,0.02395646120301292,6.254708084336443
197,0,-20,0.02605875974530877,6.275105396087178
198,0,-20,6.278526772500066,6.271002465561676
199,0,-20,0.002170779436260287,0.045073639202470185
200,0,-20,6.252784787361169,0.030036144586790655
201,0,-20,6.2512615802969345,0.010557690593586312
202,0,-20,0.0027346799540094156,0.004259736627408986
203,0,-20,6.275687860899318,6.267112457555485
204,0,-20,0.03710928087709535,6.257621167165877
205,0,-20,6.2329102941571755,6.271420744338913
206,0,-20,0.038592270413964055,0.03244287821721108
207,0,-20,0.023722331696010263,0.006171732331611724
208,0,-20,0.019104610627071913,6.272467401033869
209,0,-20,6.269651210486795,6.266944425997966
210,0,-20,6.250343471403518,0.014938280402317455
211,0,-20,6.282048683341809,0.010585499902782387
212,0,-20,0.012615740406760653,6.257485916945791
213,0,-20,6.261474006320988,6.2686026637996495
214,0,-20,0.014417846653774293,6.262723510666276
215,0,-20,6.241116434610783,0.01887005616577571
216,0,-20,0.05486854745463808,6.256563273638532
217,0,-20,0.0025900693799304686,0.02367904544884551
218,0,-20,6.268016219928708,0.01837024733241317
219,0,-20,6.249806674136627,6.260059600293169
220,0,-20,0.048850293007809915,0.011688166594720025
221,0,-20,0.011084532820463542,6.248329072022303
222,0,-20,0.017099210817462292,6.261801911306729
223,0,-20,6.2326861669672,0.002623767207306161
224,0,-20,6.251142350386917,6.274861191742835
225,0,-20,6.270497077314095,0.00032542249319924524
226,0,-20,6.255042413522576,6.263471854859081
227,0,-20,0.05722316178357188,0.0173654545035459
228,0,-20,0.02751812574634674,6.275080145548141
229,0,-20,6.232959645108085,0.001621279588876759
230,0,-20,6.276051887414185,6.282319299214612
231,0,-20,0.009034014264085804,6.281399906113025
232,0,-20,0.014650511951009533,0.04753344949542274
233,0,-20,6.262883732959553,6.269452133962079
234,0,-20,0.053466422786713576,0.020819827180947426
235,0,-20,0.03615159260305373,6.257598420323611
236,0,-20,6.2493364289221525,0.005630197027308245
237,0,-20,6.280285536397568,0.026063161211195396
238,0,-20,0.020981200705246207,0.07470927124515193
239,0,-20,0.010561945954288266,6.258478238167162
240,0,-20,6.245118109508865,6.23307094023487
241,0,-20,0.002761631364998991,0.00200996438284574
242,0,-20,0.013265257818892004,0.043986315019007335
243,0,-20,6.270329165739059,6.25087516858059
244,0,-20,6.261404994023526,0.04822125448928807
245,0,-20,6.277914644062233,0.02115966956701571
246,0,-20,0.03321990938708093,6.247282004916934
247,0,-20,6.242350096650858,6.267961606245771
248,0,-20,0.01674538778652336,0.004432713728731685
249,0,-20,0.045622430892573104,6.279907156180971
250,0,-20,6.248524352161417,6.2807057694646415
251,0,-20,6.2673127694457,6.277329281387153
252,0,-20,6.2368111000130355,0.011723452217584023
253,0,-20,0.022040382561639156,0.01511354395658654
254,0,-20,6.2717453544507755,0.04142366730551076
255,0,-20,0.037535241766198026,6.243559803262939
256,0,-20,0.007522814530873786,0.006986367073942883
257,0,-20,0.008354237879480354,0.012641120587442527
258,0,-20,6.2817073738017,6.244962183223952
259,0,-20,0.0013121415897886647,6.270200897702901
260,0,-20,6.2651287724809475,0.020151658151870457
261,0,-20,0.017938773104947056,0.009336561829677792
262,0,-20,6.273149378101048,0.018116445971109674
263,0,-20,6.275489547029505,6.177254601553394
264,0,-20,0.04656511757022109,0.020232209121378707
265,0,-20,0.053521867802895536,6.241331292836543
266,0,-20,0.09059848097357794,6.26747270180348
267,0,-20,0.025102651001981665,0.010998643016958833
268,0,-20,6.269805751302592,0.06988726972043312
269,0,-20,6.225824557309753,6.254654472084244
270,0,-20,6.2743987927145195,6.232500449834347
271,0,-20,6.271573701623106,6.263744548076843
272,0,-20,0.03050038527172489,6.2819174794717725
273,0,-20,6.237743728601823,0.007308011582864078
274,0,-20,0.0326882715959339,6.276548513227047
275,0,-20,6.262075601589192,0.0006865848983172647
276,0,-20,0.01715247037384466,0.022619634555404066
277,0,-20,6.269292568540331,6.278050761309903
278,0,-20,0.03116237420479254,6.278361568159524
279,0,-20,0.04258187768676774,0.0036602115748636307
280,0,-20,6.226424859995501,0.010206919460212144
281,0,-20,0.04576468200319651,6.253117530025931
282,0,-20,0.03633292826141086,6.257334359462718
283,0,-20,6.278612950468056,6.265198845385695
284,0,-20,0.03709518441858849,0.0203562114279683
285,0,-20,6.239562409327436,0.000688516345251367
286,0,-20,6.281847144037869,0.02292584393843068
287,0,-20,0.005267060212804814,0.010378712911977043
288,0,-20,0.030067379856250187,0.004142859940743907
289,0,-20,0.03295641807182739,6.266342077663859
290,0,-20,6.204610647871686,6.218358163798063
291,0,-20,6.279909530306032,6.283139690014263
292,0,-20,6.279235612422523,0.00750350723371907
293,0,-20,0.009784077176532608,6.27117364391406
294,0,-20,6.243966552544125,0.00536207582389963
295,0,-20,6.247323499997263,6.258997858469912
296,0,-20,6.271012184788648,0.005815643580886313
297,0,-20,0.03831601112958621,0.047242187665231763
298,0,-20,0.00898317792959669,0.0018480097695141742
299,0,-20,6.27564944267642,6.207998919468008
